WARNING:tensorflow:From C:\Users\Adrian\AppData\Local\Programs\Python\Python36\lib\site-packages\tensorflow\python\ops\math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
DEBUG:root:1,500,0.148982,0.034263,20.596
DEBUG:root:2,500,0.372709,0.898394,15.429
DEBUG:root:3,500,0.523112,0.973706,15.729
DEBUG:root:4,500,0.537213,1.382300,15.541
DEBUG:root:5,500,0.514946,0.994778,15.518
DEBUG:root:6,500,0.556361,1.247964,15.387
DEBUG:root:7,500,0.609151,0.884917,15.410
DEBUG:root:8,500,0.601646,1.138496,15.441
DEBUG:root:9,500,0.576912,1.431518,15.568
DEBUG:root:10,500,0.498294,1.316581,15.475
DEBUG:root:11,500,0.576732,0.922326,15.368
DEBUG:root:12,500,0.530102,1.089571,15.401
DEBUG:root:13,500,0.565491,1.346004,15.368
DEBUG:root:14,500,0.524593,1.151047,15.343
DEBUG:root:15,500,0.494180,1.055748,15.708
DEBUG:root:16,500,0.508222,1.086228,15.651
DEBUG:root:17,500,0.589415,1.195885,15.565
DEBUG:root:18,500,0.511741,1.208524,15.527
DEBUG:root:19,500,0.546884,1.189535,15.533
DEBUG:root:20,500,0.514782,1.198056,15.558
DEBUG:root:21,500,0.569586,1.199255,15.549
DEBUG:root:22,500,0.572612,1.286476,15.538
DEBUG:root:23,500,0.630746,1.161591,15.501
DEBUG:root:24,500,0.538310,0.968516,15.562
DEBUG:root:25,500,0.641944,1.303641,15.499
DEBUG:root:26,500,0.562644,1.065591,15.445
DEBUG:root:27,500,0.591018,1.246009,15.474
DEBUG:root:28,500,0.496201,1.150020,15.539
DEBUG:root:29,500,0.515076,1.150683,15.626
DEBUG:root:30,500,0.525537,1.220679,15.826
DEBUG:root:31,500,0.512026,1.158974,15.905
DEBUG:root:32,500,0.579668,0.945565,15.929
DEBUG:root:33,500,0.465831,1.242264,16.020
DEBUG:root:34,500,0.544477,1.276353,15.963
DEBUG:root:35,500,0.655995,1.426189,15.935
DEBUG:root:36,500,0.510943,1.002629,15.931
DEBUG:root:37,500,0.611133,1.244277,15.978
DEBUG:root:38,500,0.587562,1.304617,15.935
DEBUG:root:39,500,0.514180,1.349198,15.832
DEBUG:root:40,500,0.522580,1.235681,15.446
DEBUG:root:41,500,0.469176,1.420319,15.795
DEBUG:root:42,500,0.496847,1.371814,15.329
DEBUG:root:43,500,0.508623,1.395103,15.580
DEBUG:root:44,500,0.485068,1.364244,15.538
DEBUG:root:45,500,0.503159,1.153233,15.677
DEBUG:root:46,500,0.527795,1.769236,15.448
DEBUG:root:47,500,0.432758,1.169889,15.449
DEBUG:root:48,500,0.470675,1.349360,15.307
DEBUG:root:49,500,0.487532,1.259205,15.446
DEBUG:root:50,500,0.570691,1.664950,15.305
DEBUG:root:51,500,0.436903,1.374186,15.314
DEBUG:root:52,500,0.574904,1.549597,15.268
DEBUG:root:53,500,0.434776,1.442508,15.283
DEBUG:root:54,500,0.418768,1.573210,15.299
DEBUG:root:55,500,0.495538,1.396760,15.321
DEBUG:root:56,500,0.460605,1.594954,15.307
DEBUG:root:57,500,0.454786,1.681252,15.494
DEBUG:root:58,500,0.477684,1.534139,15.815
DEBUG:root:59,500,0.455624,1.717081,15.833
DEBUG:root:60,500,0.504080,1.781281,15.770
DEBUG:root:61,500,0.400407,1.484438,15.833
DEBUG:root:62,500,0.411766,2.133454,15.840
DEBUG:root:63,500,0.465387,1.704462,15.750
DEBUG:root:64,500,0.425593,1.604559,15.760
DEBUG:root:65,500,0.462313,1.759988,15.778
DEBUG:root:66,500,0.371601,2.002287,16.047
DEBUG:root:67,500,0.404896,1.952505,15.857
DEBUG:root:68,500,0.405275,2.069729,15.783
DEBUG:root:69,500,0.312837,2.222770,15.763
DEBUG:root:70,500,0.434956,2.497368,15.846
DEBUG:root:71,500,0.358526,2.033685,15.760
DEBUG:root:72,500,0.348604,1.864958,15.492
DEBUG:root:73,500,0.358621,2.164671,15.412
DEBUG:root:74,500,0.334065,1.840767,15.627
DEBUG:root:75,500,0.394096,2.598132,15.410
DEBUG:root:76,500,0.335858,2.000073,15.473
DEBUG:root:77,500,0.267639,2.157293,15.561
DEBUG:root:78,500,0.370106,2.155041,15.488
DEBUG:root:79,500,0.346749,1.984679,15.534
DEBUG:root:80,500,0.448205,2.601917,15.819
DEBUG:root:81,500,0.413989,2.352690,15.456
DEBUG:root:82,500,0.402358,2.191789,15.929
DEBUG:root:83,500,0.298877,2.215806,15.693
DEBUG:root:84,500,0.278813,2.328249,15.580
DEBUG:root:85,500,0.260013,2.109906,16.441
DEBUG:root:86,500,0.291811,2.447290,16.119
DEBUG:root:87,500,0.318884,2.518393,15.314
DEBUG:root:88,500,0.284087,2.643065,15.536
DEBUG:root:89,500,0.282944,3.148940,15.321
DEBUG:root:90,500,0.281646,2.581505,15.535
DEBUG:root:91,500,0.302715,2.703314,15.611
DEBUG:root:92,500,0.417586,2.540343,15.317
DEBUG:root:93,500,0.372636,2.822758,15.507
DEBUG:root:94,500,0.197214,2.568428,15.445
DEBUG:root:95,500,0.280825,2.717083,15.280
DEBUG:root:96,500,0.308570,1.923856,15.579
DEBUG:root:97,500,0.216634,2.726182,15.247
DEBUG:root:98,500,0.332048,2.171242,15.229
DEBUG:root:99,500,0.218697,2.950230,15.196
DEBUG:root:100,500,0.313842,3.074621,15.278
DEBUG:root:101,500,0.314970,2.544305,15.247
DEBUG:root:102,500,0.170552,3.214511,15.253
DEBUG:root:103,500,0.329159,2.947606,15.232
DEBUG:root:104,500,0.260118,2.182917,15.228
DEBUG:root:105,500,0.194377,2.122595,15.249
DEBUG:root:106,500,0.267586,2.330315,15.212
DEBUG:root:107,500,0.220861,2.213426,15.375
DEBUG:root:108,500,0.191013,2.797591,15.217
DEBUG:root:109,500,0.297404,3.031131,15.265
DEBUG:root:110,500,0.327816,2.829035,15.179
DEBUG:root:111,500,0.222578,2.882519,15.420
DEBUG:root:112,500,0.296388,2.301910,15.341
DEBUG:root:113,500,0.311441,2.889633,15.356
DEBUG:root:114,500,0.219957,3.380429,15.286
DEBUG:root:115,500,0.206299,3.048340,15.362
DEBUG:root:116,500,0.284369,3.340125,15.318
DEBUG:root:117,500,0.248540,2.674141,15.373
DEBUG:root:118,500,0.255433,3.241750,15.270
DEBUG:root:119,500,0.311947,2.342238,15.305
DEBUG:root:120,500,0.229919,3.179896,15.290
DEBUG:root:121,500,0.184230,3.305109,15.747
DEBUG:root:122,500,0.279653,3.211696,15.732
DEBUG:root:123,500,0.216119,3.109295,15.750
DEBUG:root:124,500,0.239639,3.119212,15.717
DEBUG:root:125,500,0.274641,3.038788,15.779
DEBUG:root:126,500,0.280426,2.461179,15.758
DEBUG:root:127,500,0.149998,3.137384,15.740
DEBUG:root:128,500,0.270757,3.026584,15.671
DEBUG:root:129,500,0.245825,2.991424,15.733
DEBUG:root:130,500,0.171456,2.987171,15.741
DEBUG:root:131,500,0.219580,2.913789,15.693
DEBUG:root:132,500,0.251515,2.468912,15.697
DEBUG:root:133,500,0.223001,2.817126,15.727
DEBUG:root:134,500,0.138537,3.819241,15.704
DEBUG:root:135,500,0.150697,3.378900,15.782
DEBUG:root:136,500,0.185381,2.718834,15.742
DEBUG:root:137,500,0.235036,3.744781,15.739
DEBUG:root:138,500,0.220538,3.888329,15.756
DEBUG:root:139,500,0.164097,2.827316,15.773
DEBUG:root:140,500,0.183700,4.091895,15.697
DEBUG:root:141,500,0.233405,3.432820,15.740
DEBUG:root:142,500,0.169507,3.472970,15.716
DEBUG:root:143,500,0.155133,3.242181,15.812
DEBUG:root:144,500,0.227381,3.298420,15.767
DEBUG:root:145,500,0.300844,3.356019,15.741
DEBUG:root:146,500,0.171045,3.687005,15.708
DEBUG:root:147,500,0.142063,3.388079,15.798
DEBUG:root:148,500,0.251961,4.249310,15.844
DEBUG:root:149,500,0.149113,3.750666,15.939
DEBUG:root:150,500,0.123188,3.616216,15.824
DEBUG:root:151,500,0.188729,3.779572,15.864
DEBUG:root:152,500,0.184662,3.810298,15.844
DEBUG:root:153,500,0.128085,4.231601,15.851
DEBUG:root:154,500,0.241909,3.690882,15.756
DEBUG:root:155,500,0.190443,3.401358,16.419
DEBUG:root:156,500,0.169896,3.779139,15.691
DEBUG:root:157,500,0.139904,4.552734,15.430
DEBUG:root:158,500,0.226812,3.379123,15.476
DEBUG:root:159,500,0.261959,2.881000,15.302
DEBUG:root:160,500,0.184512,3.509000,15.548
DEBUG:root:161,500,0.147046,3.143918,15.745
DEBUG:root:162,500,0.203855,4.182116,15.420
DEBUG:root:163,500,0.163170,4.609153,15.512
DEBUG:root:164,500,0.193462,3.984173,15.362
DEBUG:root:165,500,0.149992,3.974078,15.591
DEBUG:root:166,500,0.158569,4.938000,15.598
DEBUG:root:167,500,0.174341,3.858054,15.329
DEBUG:root:168,500,0.095129,4.393713,15.821
DEBUG:root:169,500,0.047191,4.513837,15.470
DEBUG:root:170,500,0.144526,4.063936,16.707
DEBUG:root:171,500,0.143829,4.139771,16.053
DEBUG:root:172,500,0.241083,3.966524,19.756
DEBUG:root:173,500,0.197069,4.217746,16.152
DEBUG:root:174,500,0.187145,4.132085,16.523
DEBUG:root:175,500,0.215294,2.957733,16.012
DEBUG:root:176,500,0.168132,4.445596,15.772
DEBUG:root:177,500,0.114438,4.090624,15.489
DEBUG:root:178,500,0.167693,4.799170,15.693
DEBUG:root:179,500,0.111038,4.035900,15.672
DEBUG:root:180,500,0.147596,4.715437,15.505
DEBUG:root:181,500,0.129442,3.809812,15.758
DEBUG:root:182,500,0.139129,4.501127,15.621
DEBUG:root:183,500,0.108559,5.063342,15.637
DEBUG:root:184,500,0.146504,4.140015,15.784
DEBUG:root:185,500,0.092730,4.879053,15.524
DEBUG:root:186,500,0.109406,5.539274,15.678
DEBUG:root:187,500,0.101648,4.872570,15.439
DEBUG:root:188,500,0.176921,4.702036,15.464
DEBUG:root:189,500,0.082907,4.107864,15.436
DEBUG:root:190,500,0.056755,5.440181,15.530
DEBUG:root:191,500,0.200122,3.895812,15.965
DEBUG:root:192,500,0.074456,4.698898,15.926
DEBUG:root:193,500,0.111319,5.136725,15.919
DEBUG:root:194,500,0.144771,4.084333,15.760
DEBUG:root:195,500,0.144276,4.894998,15.753
DEBUG:root:196,500,0.070078,3.691991,15.693
DEBUG:root:197,500,0.122503,4.732934,15.780
DEBUG:root:198,500,0.097027,6.436533,15.694
DEBUG:root:199,500,0.204458,3.974508,15.734
DEBUG:root:200,500,0.112599,5.551056,15.689
DEBUG:root:201,500,0.117979,3.812820,15.847
DEBUG:root:202,500,0.067703,5.816360,15.738
DEBUG:root:203,500,0.117957,4.666220,15.742
DEBUG:root:204,500,0.118702,5.823797,15.708
DEBUG:root:205,500,0.172696,4.138094,15.979
DEBUG:root:206,500,0.119371,4.759792,15.761
DEBUG:root:207,500,0.118397,5.651132,15.709
DEBUG:root:208,500,0.117396,4.006391,15.779
DEBUG:root:209,500,0.141799,4.605655,15.822
DEBUG:root:210,500,0.079595,4.237570,15.685
DEBUG:root:211,500,0.102138,4.745037,15.803
DEBUG:root:212,500,0.142929,4.879722,15.828
DEBUG:root:213,500,0.136303,5.559198,15.778
DEBUG:root:214,500,0.077565,5.600597,15.763
DEBUG:root:215,500,0.106430,5.291493,15.789
DEBUG:root:216,500,0.067256,5.279355,15.776
DEBUG:root:217,500,0.129155,4.512647,15.779
DEBUG:root:218,500,0.153473,4.549209,16.033
DEBUG:root:219,500,0.111275,5.020494,15.639
DEBUG:root:220,500,0.157808,5.314331,15.785
DEBUG:root:221,500,0.092673,5.366558,15.841
DEBUG:root:222,500,0.125078,4.515183,16.008
DEBUG:root:223,500,0.127477,5.438323,15.701
DEBUG:root:224,500,0.124202,4.929421,15.750
DEBUG:root:225,500,0.122943,5.075009,15.678
DEBUG:root:226,500,0.119269,4.871082,15.773
DEBUG:root:227,500,0.134300,5.525705,15.717
DEBUG:root:228,500,0.113911,4.799371,15.747
DEBUG:root:229,500,0.111065,4.750849,15.721
DEBUG:root:230,500,0.059339,6.022455,15.778
DEBUG:root:231,500,0.099217,4.278005,15.684
DEBUG:root:232,500,0.059029,6.279307,15.408
DEBUG:root:233,500,0.064526,5.420337,15.499
DEBUG:root:234,500,0.092315,6.230315,15.304
DEBUG:root:235,500,0.041203,5.870038,15.743
DEBUG:root:236,500,0.071709,5.851573,15.754
DEBUG:root:237,500,0.152450,4.502780,15.676
DEBUG:root:238,500,0.216679,5.350471,15.740
DEBUG:root:239,500,0.108466,4.575621,15.709
